Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Saudi Arabia,1999,Female,Not applicable,Number,28228
Saudi Arabia,1999,All genders,Not applicable,Number,52148
Serbia,2014,Female,Not applicable,Number,29340
Serbia,2014,All genders,Not applicable,Number,50728
Serbia,2013,All genders,Not applicable,Number,47797
Serbia,2013,Female,Not applicable,Number,27930
Serbia,2012,Female,Not applicable,Number,27888
Serbia,2012,All genders,Not applicable,Number,47523
Serbia,2011,All genders,Not applicable,Number,46162
Serbia,2011,Female,Not applicable,Number,27389
Serbia,2010,Female,Not applicable,Number,26347
Serbia,2010,All genders,Not applicable,Number,43545
Serbia,2009,Female,Not applicable,Number,25697
Serbia,2009,All genders,Not applicable,Number,42598
Serbia,2008,All genders,Not applicable,Number,36330
Serbia,2008,Female,Not applicable,Number,21933
Serbia,2007,All genders,Not applicable,Number,31473
Serbia,2007,Female,Not applicable,Number,18612
Seychelles,2014,All genders,Not applicable,Number,383
Seychelles,2014,Female,Not applicable,Number,296
Seychelles,2013,Female,Not applicable,Number,67
Seychelles,2013,All genders,Not applicable,Number,78
Seychelles,2012,All genders,Not applicable,Number,129
Seychelles,2012,Female,Not applicable,Number,115
Seychelles,2011,Female,Not applicable,Number,35
Seychelles,2011,All genders,Not applicable,Number,60
Seychelles,2010,All genders,Not applicable,Number,0
Seychelles,2010,Female,Not applicable,Number,0
Seychelles,2009,Female,Not applicable,Number,0
Seychelles,2009,All genders,Not applicable,Number,0
Seychelles,2008,All genders,Not applicable,Number,0
Seychelles,2008,Female,Not applicable,Number,0
Seychelles,2007,Female,Not applicable,Number,0
Seychelles,2007,All genders,Not applicable,Number,0
Seychelles,2006,All genders,Not applicable,Number,0
Seychelles,2006,Female,Not applicable,Number,0
Seychelles,2005,Female,Not applicable,Number,0
Seychelles,2005,All genders,Not applicable,Number,0
Seychelles,2004,All genders,Not applicable,Number,0
Seychelles,2004,Female,Not applicable,Number,0
Seychelles,2003,Female,Not applicable,Number,0
Seychelles,2003,All genders,Not applicable,Number,0
Seychelles,2002,All genders,Not applicable,Number,0
Seychelles,2002,Female,Not applicable,Number,0
Seychelles,2001,Female,Not applicable,Number,0
Seychelles,2001,All genders,Not applicable,Number,0
Seychelles,2000,All genders,Not applicable,Number,0
Seychelles,2000,Female,Not applicable,Number,0
Seychelles,1999,Female,Not applicable,Number,0
Seychelles,1999,All genders,Not applicable,Number,0
Sierra Leone,2000,All genders,Not applicable,Number,6236
Sierra Leone,2000,Female,Not applicable,Number,2731
Slovakia,2013,Female,Not applicable,Number,44527
Slovakia,2013,All genders,Not applicable,Number,70031
Slovakia,2012,All genders,Not applicable,Number,72374
Slovakia,2012,Female,Not applicable,Number,46319
Slovakia,2011,Female,Not applicable,Number,47657
Slovakia,2011,All genders,Not applicable,Number,74556
Slovakia,2010,All genders,Not applicable,Number,76899
Slovakia,2010,Female,Not applicable,Number,49415
Slovakia,2009,Female,Not applicable,Number,48380
Slovakia,2009,All genders,Not applicable,Number,75364
Slovakia,2008,All genders,Not applicable,Number,65026
Slovakia,2008,Female,Not applicable,Number,41775
Slovakia,2007,Female,Not applicable,Number,28635
Slovakia,2007,All genders,Not applicable,Number,46379
Slovakia,2006,All genders,Not applicable,Number,40190
Slovakia,2006,Female,Not applicable,Number,23912
Slovakia,2005,Female,Not applicable,Number,20741
Slovakia,2005,All genders,Not applicable,Number,36337
Slovakia,2004,All genders,Not applicable,Number,35371
Slovakia,2004,Female,Not applicable,Number,20039
Slovakia,2003,Female,Not applicable,Number,17779
Slovakia,2003,All genders,Not applicable,Number,31852
Slovakia,2002,All genders,Not applicable,Number,28162
Slovakia,2002,Female,Not applicable,Number,15579
Slovakia,2001,Female,Not applicable,Number,14228
Slovakia,2001,All genders,Not applicable,Number,26272
Slovakia,2000,All genders,Not applicable,Number,22699
Slovakia,2000,Female,Not applicable,Number,12467
Slovakia,1999,Female,Not applicable,Number,12060
Slovakia,1999,All genders,Not applicable,Number,21320
Slovenia,2012,All genders,Not applicable,Number,20596
Slovenia,2012,Female,Not applicable,Number,12413
Slovenia,2011,Female,Not applicable,Number,12346
Slovenia,2011,All genders,Not applicable,Number,20461
Slovenia,2010,All genders,Not applicable,Number,19694
Slovenia,2010,Female,Not applicable,Number,12163
Slovenia,2009,Female,Not applicable,Number,10892
Slovenia,2009,All genders,Not applicable,Number,17803
Slovenia,2008,All genders,Not applicable,Number,17221
Slovenia,2008,Female,Not applicable,Number,10808
Slovenia,2007,Female,Not applicable,Number,10303
Slovenia,2007,All genders,Not applicable,Number,16680
Slovenia,2006,All genders,Not applicable,Number,17145
Slovenia,2006,Female,Not applicable,Number,10614
Slovenia,2005,Female,Not applicable,Number,9750
Slovenia,2005,All genders,Not applicable,Number,15787
Slovenia,2004,All genders,Not applicable,Number,14888
Slovenia,2004,Female,Not applicable,Number,8996
Slovenia,2003,Female,Not applicable,Number,8494
Slovenia,2003,All genders,Not applicable,Number,13931
Slovenia,2002,All genders,Not applicable,Number,14278
Slovenia,2002,Female,Not applicable,Number,8474
Slovenia,2001,Female,Not applicable,Number,7118
Slovenia,2001,All genders,Not applicable,Number,11991
Slovenia,1999,All genders,Not applicable,Number,10536
Slovenia,1999,Female,Not applicable,Number,5995
Solomon Islands,2008,All genders,Not applicable,Number,0
Solomon Islands,2008,Female,Not applicable,Number,0
Solomon Islands,2005,Female,Not applicable,Number,0
Solomon Islands,2005,All genders,Not applicable,Number,0
South Africa,2013,Female,Not applicable,Number,118077
South Africa,2013,All genders,Not applicable,Number,195269
South Africa,2012,All genders,Not applicable,Number,183864
South Africa,2012,Female,Not applicable,Number,110023
Spain,2014,All genders,Not applicable,Number,443321
Spain,2014,Female,Not applicable,Number,248666
Spain,2012,Female,Not applicable,Number,220099
Spain,2012,All genders,Not applicable,Number,391956
Spain,2011,All genders,Not applicable,Number,381926
Spain,2011,Female,Not applicable,Number,219221
Spain,2010,Female,Not applicable,Number,194767
Spain,2010,All genders,Not applicable,Number,336810
Spain,2009,All genders,Not applicable,Number,310452
Spain,2009,Female,Not applicable,Number,180804
Spain,2008,Female,Not applicable,Number,169842
Spain,2008,All genders,Not applicable,Number,291036
Spain,2007,All genders,Not applicable,Number,279412
Spain,2007,Female,Not applicable,Number,163158
Spain,2006,Female,Not applicable,Number,166822
Spain,2006,All genders,Not applicable,Number,285957
Spain,2005,All genders,Not applicable,Number,288158
Spain,2005,Female,Not applicable,Number,167149
Spain,2004,Female,Not applicable,Number,172251
Spain,2004,All genders,Not applicable,Number,298448
Spain,2003,All genders,Not applicable,Number,299401
Spain,2003,Female,Not applicable,Number,171390
Spain,2002,Female,Not applicable,Number,166552
Spain,2002,All genders,Not applicable,Number,291425
Spain,2001,All genders,Not applicable,Number,277853
Spain,2001,Female,Not applicable,Number,158994
Spain,2000,Female,Not applicable,Number,149182
Spain,2000,All genders,Not applicable,Number,260225
Spain,1999,All genders,Not applicable,Number,267046
Spain,1999,Female,Not applicable,Number,155059
Sri Lanka,2014,Female,Not applicable,Number,24505
Sri Lanka,2014,All genders,Not applicable,Number,40637
Sri Lanka,2013,All genders,Not applicable,Number,34923
Sri Lanka,2013,Female,Not applicable,Number,20119
Sri Lanka,2012,Female,Not applicable,Number,15298
Sri Lanka,2012,All genders,Not applicable,Number,27050
Sri Lanka,2011,All genders,Not applicable,Number,28285
Sri Lanka,2011,Female,Not applicable,Number,17143
Sri Lanka,2010,Female,Not applicable,Number,16320
Sri Lanka,2010,All genders,Not applicable,Number,27913
Sudan,2013,All genders,Not applicable,Number,124494
Sudan,2013,Female,Not applicable,Number,63786
Sudan,2012,Female,Not applicable,Number,47256
Sudan,2012,All genders,Not applicable,Number,88979
Swaziland,2013,Female,Not applicable,Number,979
Swaziland,2013,All genders,Not applicable,Number,2525
Swaziland,2011,All genders,Not applicable,Number,2211
Swaziland,2011,Female,Not applicable,Number,406
Swaziland,2006,Female,Not applicable,Number,996
Swaziland,2006,All genders,Not applicable,Number,1843
Swaziland,2005,All genders,Not applicable,Number,1035
Swaziland,2005,Female,Not applicable,Number,565
Swaziland,2004,Female,Not applicable,Number,556
Swaziland,2004,All genders,Not applicable,Number,1026
Swaziland,2002,All genders,Not applicable,Number,1077
Swaziland,2002,Female,Not applicable,Number,510
Swaziland,2001,Female,Not applicable,Number,521
Swaziland,2001,All genders,Not applicable,Number,1078
Swaziland,2000,All genders,Not applicable,Number,999
Swaziland,2000,Female,Not applicable,Number,514
Swaziland,1999,Female,Not applicable,Number,568
Swaziland,1999,All genders,Not applicable,Number,1041
Sweden,2013,All genders,Not applicable,Number,72782
Sweden,2013,Female,Not applicable,Number,44899
Sweden,2012,Female,Not applicable,Number,42577
Sweden,2012,All genders,Not applicable,Number,69140
Sweden,2011,All genders,Not applicable,Number,69322
Sweden,2011,Female,Not applicable,Number,43596
Sweden,2010,Female,Not applicable,Number,38663
Sweden,2010,All genders,Not applicable,Number,61217
Sweden,2009,All genders,Not applicable,Number,59320
Sweden,2009,Female,Not applicable,Number,37587
Sweden,2008,Female,Not applicable,Number,38403
Sweden,2008,All genders,Not applicable,Number,60434
Sweden,2007,All genders,Not applicable,Number,60243
Sweden,2007,Female,Not applicable,Number,38362
Sweden,2006,Female,Not applicable,Number,39888
Sweden,2006,All genders,Not applicable,Number,62774
Sweden,2005,All genders,Not applicable,Number,57611
Sweden,2005,Female,Not applicable,Number,36487
Sweden,2004,Female,Not applicable,Number,36484
Sweden,2004,All genders,Not applicable,Number,59359
Sweden,2003,All genders,Not applicable,Number,49345
Sweden,2003,Female,Not applicable,Number,30200
Sweden,2002,Female,Not applicable,Number,27315
Sweden,2002,All genders,Not applicable,Number,45532
Sweden,2001,All genders,Not applicable,Number,42741
Sweden,2001,Female,Not applicable,Number,25023
Sweden,2000,Female,Not applicable,Number,24739
Sweden,2000,All genders,Not applicable,Number,42390
Sweden,1999,All genders,Not applicable,Number,38923
Sweden,1999,Female,Not applicable,Number,22667
Switzerland,2014,Female,Not applicable,Number,41381
Switzerland,2014,All genders,Not applicable,Number,85750
Switzerland,2013,All genders,Not applicable,Number,81909
Switzerland,2013,Female,Not applicable,Number,39523
Switzerland,2011,Female,Not applicable,Number,37704
Switzerland,2011,All genders,Not applicable,Number,78918
Switzerland,2010,All genders,Not applicable,Number,84965
Switzerland,2010,Female,Not applicable,Number,41957
Switzerland,2009,Female,Not applicable,Number,39161
Switzerland,2009,All genders,Not applicable,Number,80687
Switzerland,2008,All genders,Not applicable,Number,67334
Switzerland,2008,Female,Not applicable,Number,32742
Switzerland,2007,Female,Not applicable,Number,36093
Switzerland,2007,All genders,Not applicable,Number,75650
Switzerland,2006,All genders,Not applicable,Number,68607
Switzerland,2006,Female,Not applicable,Number,31545
Switzerland,2005,Female,Not applicable,Number,26978
Switzerland,2005,All genders,Not applicable,Number,63372
Switzerland,2004,All genders,Not applicable,Number,60342
Switzerland,2004,Female,Not applicable,Number,26631
Switzerland,2003,Female,Not applicable,Number,24555
Switzerland,2003,All genders,Not applicable,Number,57524
Switzerland,2002,All genders,Not applicable,Number,57699
Switzerland,2002,Female,Not applicable,Number,24908
Switzerland,2001,Female,Not applicable,Number,22948
Switzerland,2001,All genders,Not applicable,Number,55972
Switzerland,2000,All genders,Not applicable,Number,55970
Switzerland,2000,Female,Not applicable,Number,22871
Switzerland,1999,Female,Not applicable,Number,21563
Switzerland,1999,All genders,Not applicable,Number,53880
Syrian Arab Republic,2013,All genders,Not applicable,Number,52872
Syrian Arab Republic,2013,Female,Not applicable,Number,29904
Syrian Arab Republic,2012,Female,Not applicable,Number,25475
Syrian Arab Republic,2012,All genders,Not applicable,Number,50908
Syrian Arab Republic,2011,All genders,Not applicable,Number,66438
Syrian Arab Republic,2011,Female,Not applicable,Number,32021
Syrian Arab Republic,2010,Female,Not applicable,Number,32849
Syrian Arab Republic,2010,All genders,Not applicable,Number,65207
Syrian Arab Republic,2009,All genders,Not applicable,Number,52381
Syrian Arab Republic,2009,Female,Not applicable,Number,26932
Syrian Arab Republic,2008,Female,Not applicable,Number,26416
Syrian Arab Republic,2008,All genders,Not applicable,Number,51321
Syrian Arab Republic,2007,All genders,Not applicable,Number,40131
Syrian Arab Republic,2007,Female,Not applicable,Number,20346
Syrian Arab Republic,2006,Female,Not applicable,Number,20341
Syrian Arab Republic,2006,All genders,Not applicable,Number,40091
Syrian Arab Republic,2005,All genders,Not applicable,Number,31966
Syrian Arab Republic,2005,Female,Not applicable,Number,15693
Syrian Arab Republic,2004,Female,Not applicable,Number,13624
Syrian Arab Republic,2004,All genders,Not applicable,Number,28222
Syrian Arab Republic,2003,All genders,Not applicable,Number,28492
Syrian Arab Republic,2003,Female,Not applicable,Number,13600
Syrian Arab Republic,2002,Female,Not applicable,Number,12494
Syrian Arab Republic,2002,All genders,Not applicable,Number,26576
Tajikistan,2015,Female,Not applicable,Number,16961
Tajikistan,2015,All genders,Not applicable,Number,42964
Tajikistan,2014,All genders,Not applicable,Number,40175
Tajikistan,2014,Female,Not applicable,Number,15280
Tajikistan,2013,Female,Not applicable,Number,17720
Tajikistan,2013,All genders,Not applicable,Number,46797
Tajikistan,2012,All genders,Not applicable,Number,37800
Tajikistan,2012,Female,Not applicable,Number,14528
Thailand,2014,Female,Not applicable,Number,188034
Thailand,2014,All genders,Not applicable,Number,345899
Thailand,2012,All genders,Not applicable,Number,443648
Thailand,2012,Female,Not applicable,Number,253248
Thailand,2010,Female,Not applicable,Number,304007
Thailand,2010,All genders,Not applicable,Number,534736
Thailand,2009,All genders,Not applicable,Number,540522
Thailand,2009,Female,Not applicable,Number,304580
Thailand,2008,Female,Not applicable,Number,297832
Thailand,2008,All genders,Not applicable,Number,541886
Thailand,2007,All genders,Not applicable,Number,500731
Thailand,2007,Female,Not applicable,Number,275557
Thailand,2006,Female,Not applicable,Number,237823
Thailand,2006,All genders,Not applicable,Number,483924
Thailand,2005,All genders,Not applicable,Number,476134
Thailand,2005,Female,Not applicable,Number,243256
Thailand,2004,Female,Not applicable,Number,241732
Thailand,2004,All genders,Not applicable,Number,481895
Thailand,2003,All genders,Not applicable,Number,507092
Thailand,2003,Female,Not applicable,Number,258705
Thailand,2002,Female,Not applicable,Number,211771
Thailand,2002,All genders,Not applicable,Number,389982
Thailand,2001,All genders,Not applicable,Number,385387
Thailand,2001,Female,Not applicable,Number,214809
Thailand,2000,Female,Not applicable,Number,247051
Thailand,2000,All genders,Not applicable,Number,453994
Thailand,1999,All genders,Not applicable,Number,393523
Thailand,1999,Female,Not applicable,Number,211106
The former Yugoslav Republic of Macedonia,2013,All genders,Not applicable,Number,11363
The former Yugoslav Republic of Macedonia,2013,Female,Not applicable,Number,6395
The former Yugoslav Republic of Macedonia,2012,Female,Not applicable,Number,6709
The former Yugoslav Republic of Macedonia,2012,All genders,Not applicable,Number,12105
The former Yugoslav Republic of Macedonia,2011,All genders,Not applicable,Number,11293
The former Yugoslav Republic of Macedonia,2011,Female,Not applicable,Number,6324
The former Yugoslav Republic of Macedonia,2010,Female,Not applicable,Number,6073
The former Yugoslav Republic of Macedonia,2010,All genders,Not applicable,Number,10792
The former Yugoslav Republic of Macedonia,2009,All genders,Not applicable,Number,10776
The former Yugoslav Republic of Macedonia,2009,Female,Not applicable,Number,6214
The former Yugoslav Republic of Macedonia,2008,Female,Not applicable,Number,6685
The former Yugoslav Republic of Macedonia,2008,All genders,Not applicable,Number,11197
The former Yugoslav Republic of Macedonia,2007,All genders,Not applicable,Number,8719
The former Yugoslav Republic of Macedonia,2007,Female,Not applicable,Number,5353
The former Yugoslav Republic of Macedonia,2006,Female,Not applicable,Number,4191
The former Yugoslav Republic of Macedonia,2006,All genders,Not applicable,Number,6501
The former Yugoslav Republic of Macedonia,2005,All genders,Not applicable,Number,5687
The former Yugoslav Republic of Macedonia,2005,Female,Not applicable,Number,3725
The former Yugoslav Republic of Macedonia,2004,Female,Not applicable,Number,3296
The former Yugoslav Republic of Macedonia,2004,All genders,Not applicable,Number,5187
The former Yugoslav Republic of Macedonia,2003,All genders,Not applicable,Number,4524
The former Yugoslav Republic of Macedonia,2003,Female,Not applicable,Number,2755
The former Yugoslav Republic of Macedonia,2002,All genders,Not applicable,Number,3765
The former Yugoslav Republic of Macedonia,2002,Female,Not applicable,Number,2322
The former Yugoslav Republic of Macedonia,2001,Female,Not applicable,Number,2290
The former Yugoslav Republic of Macedonia,2001,All genders,Not applicable,Number,3704
The former Yugoslav Republic of Macedonia,2000,All genders,Not applicable,Number,3875
The former Yugoslav Republic of Macedonia,2000,Female,Not applicable,Number,2329
The former Yugoslav Republic of Macedonia,1999,Female,Not applicable,Number,1803
The former Yugoslav Republic of Macedonia,1999,All genders,Not applicable,Number,3127
Timor-Leste,2009,All genders,Not applicable,Number,4923
Timor-Leste,2009,Female,Not applicable,Number,1760
Tokelau,2008,Female,Not applicable,Number,0
Tokelau,2008,All genders,Not applicable,Number,0
Tokelau,2007,All genders,Not applicable,Number,0
Tokelau,2007,Female,Not applicable,Number,0
Tokelau,2004,Female,Not applicable,Number,0
Tokelau,2004,All genders,Not applicable,Number,0
Tokelau,2003,All genders,Not applicable,Number,0
Tokelau,2003,Female,Not applicable,Number,0
Tokelau,2002,Female,Not applicable,Number,0
Tokelau,2002,All genders,Not applicable,Number,0
Tokelau,2001,All genders,Not applicable,Number,0
Tokelau,2001,Female,Not applicable,Number,0
Tokelau,2000,Female,Not applicable,Number,0
Tokelau,2000,All genders,Not applicable,Number,0
Tokelau,1999,All genders,Not applicable,Number,0
Tokelau,1999,Female,Not applicable,Number,0
Trinidad and Tobago,2004,Female,Not applicable,Number,1919
Trinidad and Tobago,2004,All genders,Not applicable,Number,3176
Trinidad and Tobago,2002,All genders,Not applicable,Number,2380
Trinidad and Tobago,2002,Female,Not applicable,Number,1589
Trinidad and Tobago,2001,Female,Not applicable,Number,1456
Trinidad and Tobago,2001,All genders,Not applicable,Number,2299
Trinidad and Tobago,2000,All genders,Not applicable,Number,1947
Trinidad and Tobago,2000,Female,Not applicable,Number,1155
Trinidad and Tobago,1999,Female,Not applicable,Number,1091
Trinidad and Tobago,1999,All genders,Not applicable,Number,1794
Tunisia,2014,All genders,Not applicable,Number,65332
Tunisia,2014,Female,Not applicable,Number,42796
Tunisia,2013,Female,Not applicable,Number,43113
Tunisia,2013,All genders,Not applicable,Number,65421
Tunisia,2012,All genders,Not applicable,Number,72807
Tunisia,2012,Female,Not applicable,Number,40651
Tunisia,2011,Female,Not applicable,Number,49722
Tunisia,2011,All genders,Not applicable,Number,77301
Tunisia,2010,All genders,Not applicable,Number,88172
Tunisia,2009,All genders,Not applicable,Number,66841
Tunisia,2008,All genders,Not applicable,Number,61239
Tunisia,2007,All genders,Not applicable,Number,58598
Tunisia,2006,All genders,Not applicable,Number,56559
Tunisia,2006,Female,Not applicable,Number,33352
Tunisia,2005,All genders,Not applicable,Number,50035
Tunisia,2004,All genders,Not applicable,Number,40321
Tunisia,2004,Female,Not applicable,Number,20445
Tunisia,2003,All genders,Not applicable,Number,34244
Tunisia,2000,All genders,Not applicable,Number,21442
Tunisia,1999,All genders,Not applicable,Number,19646
Turkey,2014,All genders,Not applicable,Number,733237
Turkey,2014,Female,Not applicable,Number,361043
Turkey,2012,Female,Not applicable,Number,286622
Turkey,2012,All genders,Not applicable,Number,607981
Turkey,2011,All genders,Not applicable,Number,534055
Turkey,2011,Female,Not applicable,Number,244224
Turkey,2010,Female,Not applicable,Number,263737
Turkey,2010,All genders,Not applicable,Number,573159
Turkey,2009,All genders,Not applicable,Number,488803
Turkey,2009,Female,Not applicable,Number,224966
Turkey,2008,Female,Not applicable,Number,204452
Turkey,2008,All genders,Not applicable,Number,444758
Turkey,2007,All genders,Not applicable,Number,416329
Turkey,2007,Female,Not applicable,Number,189398
Turkey,2006,Female,Not applicable,Number,166716
Turkey,2006,All genders,Not applicable,Number,373375
Turkey,2005,All genders,Not applicable,Number,271841
Turkey,2005,Female,Not applicable,Number,118836
Turkey,2004,Female,Not applicable,Number,113857
Turkey,2004,All genders,Not applicable,Number,258858
Turkey,2003,All genders,Not applicable,Number,311235
Turkey,2003,Female,Not applicable,Number,135895
Turkey,2002,Female,Not applicable,Number,121413
Turkey,2002,All genders,Not applicable,Number,286540
Turkey,2001,All genders,Not applicable,Number,241464
Turkey,2001,Female,Not applicable,Number,103350
Turkey,2000,Female,Not applicable,Number,79358
Turkey,2000,All genders,Not applicable,Number,190080
Turkey,1999,All genders,Not applicable,Number,179268
Turkey,1999,Female,Not applicable,Number,75402
Turks and Caicos Islands,2015,All genders,Not applicable,Number,107
Tuvalu,2008,Female,Not applicable,Number,0
Tuvalu,2008,All genders,Not applicable,Number,0
Tuvalu,2007,All genders,Not applicable,Number,0
Tuvalu,2007,Female,Not applicable,Number,0
Tuvalu,2006,Female,Not applicable,Number,0
Tuvalu,2006,All genders,Not applicable,Number,0
Tuvalu,2005,All genders,Not applicable,Number,0
Tuvalu,2005,Female,Not applicable,Number,0
Tuvalu,2004,Female,Not applicable,Number,0
Tuvalu,2004,All genders,Not applicable,Number,0
Tuvalu,2003,All genders,Not applicable,Number,0
Tuvalu,2003,Female,Not applicable,Number,0
Tuvalu,2002,Female,Not applicable,Number,0
Tuvalu,2002,All genders,Not applicable,Number,0
Tuvalu,2001,All genders,Not applicable,Number,0
Tuvalu,2001,Female,Not applicable,Number,0
Tuvalu,2000,Female,Not applicable,Number,0
Tuvalu,2000,All genders,Not applicable,Number,0
Tuvalu,1999,All genders,Not applicable,Number,0
Tuvalu,1999,Female,Not applicable,Number,0
Uganda,2004,All genders,Not applicable,Number,21164
Uganda,2004,Female,Not applicable,Number,8010
Uganda,2003,Female,Not applicable,Number,5347
Uganda,2003,All genders,Not applicable,Number,14165
Uganda,2000,Female,Not applicable,Number,4396
Uganda,2000,All genders,Not applicable,Number,14520
Uganda,1999,All genders,Not applicable,Number,10424
Uganda,1999,Female,Not applicable,Number,3698
Ukraine,2014,Female,Not applicable,Number,322428
Ukraine,2014,All genders,Not applicable,Number,593803
Ukraine,2013,All genders,Not applicable,Number,621790
Ukraine,2013,Female,Not applicable,Number,341831
Ukraine,2012,Female,Not applicable,Number,351290
Ukraine,2012,All genders,Not applicable,Number,642387
Ukraine,2011,All genders,Not applicable,Number,670080
Ukraine,2010,All genders,Not applicable,Number,650450
Ukraine,2009,All genders,Not applicable,Number,631025
Ukraine,2008,All genders,Not applicable,Number,610230
Ukraine,2007,All genders,Not applicable,Number,558823
Ukraine,2006,All genders,Not applicable,Number,521772
Ukraine,2005,All genders,Not applicable,Number,470873
Ukraine,2004,All genders,Not applicable,Number,580089
Ukraine,2003,All genders,Not applicable,Number,513892
Ukraine,2002,All genders,Not applicable,Number,465864
Ukraine,2001,All genders,Not applicable,Number,424610
Ukraine,1999,All genders,Not applicable,Number,376275
United Arab Emirates,2014,All genders,Not applicable,Number,28553
United Arab Emirates,2014,Female,Not applicable,Number,14711
United Arab Emirates,2013,Female,Not applicable,Number,14270
United Arab Emirates,2013,All genders,Not applicable,Number,25682
United Arab Emirates,2012,All genders,Not applicable,Number,22750
United Arab Emirates,2012,Female,Not applicable,Number,13240
United Arab Emirates,2011,Female,Not applicable,Number,11138
United Arab Emirates,2011,All genders,Not applicable,Number,19366
United Arab Emirates,2010,All genders,Not applicable,Number,17829
United Arab Emirates,2010,Female,Not applicable,Number,10593
United Arab Emirates,2009,Female,Not applicable,Number,9792
United Arab Emirates,2009,All genders,Not applicable,Number,16746
United Arab Emirates,2008,All genders,Not applicable,Number,14318
United Arab Emirates,2008,Female,Not applicable,Number,8711
United Arab Emirates,2007,Female,Not applicable,Number,8130
United Arab Emirates,2007,All genders,Not applicable,Number,13060
United Kingdom of Great Britain and Northern Ireland,2014,All genders,Not applicable,Number,772362
United Kingdom of Great Britain and Northern Ireland,2014,Female,Not applicable,Number,441156
United Kingdom of Great Britain and Northern Ireland,2013,Female,Not applicable,Number,451807
United Kingdom of Great Britain and Northern Ireland,2013,All genders,Not applicable,Number,791945
United Kingdom of Great Britain and Northern Ireland,2012,All genders,Not applicable,Number,780606
United Kingdom of Great Britain and Northern Ireland,2012,Female,Not applicable,Number,442026
United Kingdom of Great Britain and Northern Ireland,2011,Female,Not applicable,Number,424798
United Kingdom of Great Britain and Northern Ireland,2011,All genders,Not applicable,Number,754310
United Kingdom of Great Britain and Northern Ireland,2010,All genders,Not applicable,Number,709880
United Kingdom of Great Britain and Northern Ireland,2010,Female,Not applicable,Number,400757
United Kingdom of Great Britain and Northern Ireland,2009,Female,Not applicable,Number,386700
United Kingdom of Great Britain and Northern Ireland,2009,All genders,Not applicable,Number,674411
United Kingdom of Great Britain and Northern Ireland,2008,All genders,Not applicable,Number,676200
United Kingdom of Great Britain and Northern Ireland,2008,Female,Not applicable,Number,391371
United Kingdom of Great Britain and Northern Ireland,2007,Female,Not applicable,Number,378296
United Kingdom of Great Britain and Northern Ireland,2007,All genders,Not applicable,Number,651059
United Kingdom of Great Britain and Northern Ireland,2006,All genders,Not applicable,Number,640246
United Kingdom of Great Britain and Northern Ireland,2006,Female,Not applicable,Number,371945
United Kingdom of Great Britain and Northern Ireland,2005,All genders,Not applicable,Number,633042
United Kingdom of Great Britain and Northern Ireland,2005,Female,Not applicable,Number,367462
United Kingdom of Great Britain and Northern Ireland,2004,Female,Not applicable,Number,343946
United Kingdom of Great Britain and Northern Ireland,2004,All genders,Not applicable,Number,595641
United Kingdom of Great Britain and Northern Ireland,2003,All genders,Not applicable,Number,601744
United Kingdom of Great Britain and Northern Ireland,2003,Female,Not applicable,Number,342805
United Kingdom of Great Britain and Northern Ireland,2002,Female,Not applicable,Number,317318
United Kingdom of Great Britain and Northern Ireland,2002,All genders,Not applicable,Number,562374
United Kingdom of Great Britain and Northern Ireland,2001,All genders,Not applicable,Number,551665
United Kingdom of Great Britain and Northern Ireland,2001,Female,Not applicable,Number,308477
United Kingdom of Great Britain and Northern Ireland,2000,Female,Not applicable,Number,276799
United Kingdom of Great Britain and Northern Ireland,2000,All genders,Not applicable,Number,504078
United Kingdom of Great Britain and Northern Ireland,1999,All genders,Not applicable,Number,476006
United Kingdom of Great Britain and Northern Ireland,1999,Female,Not applicable,Number,259736
United Republic of Tanzania,2004,All genders,Not applicable,Number,4028
United Republic of Tanzania,1999,All genders,Not applicable,Number,3932
United Republic of Tanzania,1999,Female,Not applicable,Number,875
United States of America,2014,Female,Not applicable,Number,2228523
United States of America,2014,All genders,Not applicable,Number,3813956
United States of America,2013,All genders,Not applicable,Number,3784640
United States of America,2013,Female,Not applicable,Number,2216608
United States of America,2012,Female,Not applicable,Number,1931499
United States of America,2012,All genders,Not applicable,Number,3308494
United States of America,2011,All genders,Not applicable,Number,3164951
United States of America,2011,Female,Not applicable,Number,1849525
United States of America,2010,Female,Not applicable,Number,1754139
United States of America,2010,All genders,Not applicable,Number,2997614
United States of America,2009,All genders,Not applicable,Number,2881557
United States of America,2009,Female,Not applicable,Number,1684190
United States of America,2008,Female,Not applicable,Number,1626282
United States of America,2008,All genders,Not applicable,Number,2782270
United States of America,2007,All genders,Not applicable,Number,2704070
United States of America,2007,Female,Not applicable,Number,1581125
United States of America,2006,All genders,Not applicable,Number,2639006
United States of America,2006,Female,Not applicable,Number,1539689
United States of America,2005,Female,Not applicable,Number,1482496
United States of America,2005,All genders,Not applicable,Number,2557595
United States of America,2004,All genders,Not applicable,Number,2473299
United States of America,2004,Female,Not applicable,Number,1427311
United States of America,2003,Female,Not applicable,Number,1353548
United States of America,2003,All genders,Not applicable,Number,2355724
United States of America,2002,All genders,Not applicable,Number,2238327
United States of America,2002,Female,Not applicable,Number,1282564
United States of America,2001,Female,Not applicable,Number,1241414
United States of America,2001,All genders,Not applicable,Number,2174142
United States of America,2000,All genders,Not applicable,Number,2150954
